127,2,11,22667,22714
128,13,2,22425,22594
129,13,2,22620,22792
130,2,5,22866,22926
131,2,13,22379,22546
132,2,1,22573,22619
133,2,17,22673,22785
134,2,7,23006,23193
135,11,2,22860,22911
136,8,19,23760,23833
137,19,2,23885,23959
138,20,8,24435,24543
139,2,20,24307,24371
140,1,2,24105,24147
141,2,11,24204,24255
142,4,2,24275,24349
143,2,5,24431,24502
144,2,6,23901,24054
145,5,2,23780,23846
146,6,2,24100,24263
147,7,8,23800,23910
148,8,10,23964,24152
149,8,10,24150,24336
150,9,8,23900,24049
151,2,15,24316,24426
152,10,2,24065,24224
153,11,8,24210,24294
154,8,9,24361,24527
155,12,10,23885,23995
156,10,12,24200,24318
157,10,12,24425,24538
158,2,4,24116,24190
159,6,2,23880,24041
160,12,6,24380,24501
161,5,2,24420,24489
162,2,13,23104,23266
163,2,11,24107,24154
164,13,2,23865,24034
165,13,2,24060,24232
166,2,5,24306,24366
167,2,13,23819,23986
168,2,1,24013,24059
169,14,2,23650,23771
170,2,7,24446,24633
171,11,2,24300,24351
172,1,2,25545,25587
173,2,11,25644,25695
174,3,2,25280,25398
175,2,3,25121,25222
176,4,2,25715,25789
177,2,5,25871,25942
178,5,2,25860,25929
179,2,6,25341,25494
180,5,2,25220,25286
181,6,2,25540,25703
182,2,15,25756,25866
183,7,8,25240,25350
184,8,10,25404,25592
185,8,10,25590,25776
186,9,8,25340,25489
187,10,2,25505,25664
188,2,5,25746,25806
189,2,11,24539,24592
190,11,8,25650,25734
191,8,9,25801,25967
192,12,10,25325,25435
193,10,12,25640,25758
194,10,12,25865,25978
195,2,11,25547,25594
196,6,2,25320,25481
197,12,6,25820,25941
198,11,2,25150,25197
199,2,20,25272,25345
200,20,2,25420,25494
201,2,4,25556,25630
202,2,1,25453,25499
203,2,7,25886,26073
204,11,2,25740,25791
205,15,2,24480,24595
206,1,2,26985,27027
207,2,11,27084,27135
208,3,2,26720,26838
209,2,3,26561,26662
210,4,2,27155,27229
211,2,5,27311,27382
212,5,2,27300,27369
213,2,6,26781,26934
214,5,2,26660,26726
215,6,2,26980,27143
216,2,15,27196,27306
217,7,8,26680,26790
218,8,10,26844,27032
219,8,10,27030,27216
220,9,8,26780,26929
221,10,2,26945,27104
222,2,5,27186,27246
223,2,11,25979,26032
224,11,8,27090,27174
225,8,9,27241,27407
226,12,10,26765,26875
227,10,12,27080,27198
228,10,12,27305,27418
229,2,11,26987,27034
230,6,2,26760,26921
231,12,6,27260,27381
232,11,2,26590,26637
233,2,20,26712,26785
234,20,2,26860,26934
235,2,4,26996,27070
236,2,1,26893,26939
237,2,7,27326,27513
238,11,2,27180,27231
239,15,2,25920,26035
240,1,2,28425,28467
241,2,11,28524,28575
242,3,2,28160,28278
243,2,3,28001,28102
244,4,2,28595,28669
245,2,5,28751,28822
246,5,2,28740,28809
247,2,6,28221,28374
248,5,2,28100,28166
249,6,2,28420,28583
250,2,15,28636,28746
251,7,8,28120,28230
252,8,10,28284,28472
253,8,10,28470,28656
254,9,8,28220,28369
255,10,2,28385,28544
256,2,5,28626,28686
257,2,11,27419,27472
258,11,8,28530,28614
259,8,9,28681,28847
260,12,10,28205,28315
261,10,12,28520,28638
262,10,12,28745,28858
263,2,11,28427,28474
264,6,2,28200,28361
265,12,6,28700,28821
266,11,2,28030,28077
267,2,20,28152,28225
268,20,2,28300,28374
269,2,4,28436,28510
270,2,1,28333,28379
271,2,7,28766,28953
272,11,2,28620,28671
273,15,2,27360,27475
274,1,2,29865,29907
275,2,11,29964,30015
276,3,2,29600,29718
277,2,3,29441,29542
278,4,2,30035,30109
279,2,5,30191,30262
280,5,2,30180,30249
281,2,6,29661,29814
282,5,2,29540,29606
283,6,2,29860,30023
284,2,15,30076,30186
285,7,8,29560,29670
286,8,10,29724,29912
287,8,10,29910,30096
288,9,8,29660,29809
289,10,2,29825,29984
290,2,5,30066,30126
291,2,11,28859,28912
292,11,8,29970,30054
293,8,9,30121,30287
294,12,10,29645,29755
295,10,12,29960,30078
296,10,12,30185,30298
297,2,11,29867,29914
298,6,2,29640,29801
299,12,6,30140,30261
300,11,2,29470,29517
301,2,20,29592,29665
302,20,2,29740,29814
303,2,4,29876,29950
304,2,1,29773,29819
305,2,7,30206,30393
306,11,2,30060,30111
307,15,2,28800,28915
308,1,2,31305,31347
309,3,2,31040,31158
310,2,3,30881,30982
311,2,6,31101,31254
312,5,2,30980,31046
313,6,2,31300,31463
314,7,8,31000,31110
315,8,10,31164,31352
316,8,10,31350,31536
317,9,8,31100,31249
318,19,2,31620,31697
319,10,2,31265,31424
320,2,11,30299,30352
321,16,8,31600,31721
322,11,8,31410,31494
323,8,9,31561,31727
324,12,10,31085,31195
325,10,12,31400,31518
326,10,12,31625,31738
327,2,11,31307,31354
328,6,2,31080,31241
329,12,6,31580,31701
330,2,16,31497,31548
331,11,2,30910,30957
332,2,19,31495,31569
333,13,2,31260,31432
334,2,13,31019,31186
335,2,1,31213,31259
336,2,7,31401,31587
337,15,2,30240,30355
338,8,19,5040,5113
339,19,2,5165,5239
340,1,2,5385,5427
341,2,11,5484,5535
342,4,2,5555,5629
343,2,5,5711,5782
344,2,6,5181,5334
345,6,2,5380,5543
346,2,14,5599,5704
347,8,10,5244,5432
348,8,10,5430,5616
349,2,15,5596,5706
350,10,2,5345,5504
351,11,8,5490,5574
352,8,9,5641,5807
353,12,10,5165,5275
354,10,12,5480,5598
355,10,12,5705,5818
356,2,4,5396,5470
357,12,6,5660,5781
358,5,2,5700,5769
359,2,11,5387,5434
360,13,2,5340,5512
361,2,5,5586,5646
362,2,13,5099,5266
363,2,1,5293,5339
364,2,7,5726,5913
365,11,2,5580,5631
366,17,8,32945,33141
367,11,8,32380,32467
368,8,18,32418,32507
369,2,14,32959,33064
370,4,2,32915,32989
371,5,2,33060,33129
372,7,8,32440,32550
373,8,10,32604,32792
374,8,10,32790,32976
375,9,8,32540,32689
376,10,2,32705,32864
377,2,5,32946,33006
378,2,11,31739,31792
379,2,17,32753,32865
380,18,2,32575,32687
381,11,8,32850,32934
382,8,9,33001,33167
383,8,2,32590,32692
384,12,10,32525,32635
385,10,12,32840,32958
386,10,12,33065,33178
387,2,11,32747,32794
388,6,2,32520,32681
389,12,6,33020,33141
390,2,4,32756,32830
391,13,2,32700,32872
392,2,13,32459,32626
393,2,7,33086,33273
394,8,19,33840,33913
395,19,2,33965,34039
396,1,2,34185,34227
397,2,11,34284,34335
398,4,2,34355,34429
399,2,5,34511,34582
400,5,2,34500,34569
401,2,6,33981,34134
402,6,2,34180,34343
403,2,15,34396,34506
404,7,8,33880,33990
405,8,10,34044,34232
406,8,10,34230,34416
407,9,8,33980,34129
408,10,2,34145,34304
409,2,5,34386,34446
410,2,11,33179,33232
411,11,8,34290,34374
412,8,9,34441,34607
413,12,10,33965,34075
414,10,12,34280,34398
415,10,12,34505,34618
416,2,11,34187,34234
417,6,2,33960,34121
418,12,6,34460,34581
419,11,2,33790,33837
420,2,20,33912,33985
421,20,2,34060,34134
422,2,4,34196,34270
423,2,1,34093,34139
424,14,2,33730,33851
425,2,7,34526,34713
426,11,2,34380,34431
427,1,2,35625,35667
428,2,11,35724,35775
429,3,2,35360,35478
430,2,3,35201,35302
431,4,2,35795,35869
432,2,5,35951,36022
433,5,2,35940,36009
434,2,6,35421,35574
435,5,2,35300,35366
436,6,2,35620,35783
437,2,15,35836,35946
438,7,8,35320,35430
439,8,10,35484,35672
440,8,10,35670,35856
441,9,8,35420,35569
442,10,2,35585,35744
443,2,5,35826,35886
444,2,11,34619,34672
445,11,8,35730,35814
446,8,9,35881,36047
447,12,10,35405,35515
448,10,12,35720,35838
449,10,12,35945,36058
450,2,11,35627,35674
451,6,2,35400,35561
452,12,6,35900,36021
453,11,2,35230,35277
454,2,20,35352,35425
455,20,2,35500,35574
456,2,4,35636,35710
457,2,1,35533,35579
458,2,7,35966,36153
459,11,2,35820,35871
460,15,2,34560,34675
461,1,2,37065,37107
462,2,11,37164,37215
463,3,2,36800,36918
464,2,3,36641,36742
465,4,2,37235,37309
466,2,5,37391,37462
467,5,2,37380,37449
468,2,6,36861,37014
469,5,2,36740,36806
470,6,2,37060,37223
471,2,15,37276,37386
472,7,8,36760,36870
473,8,10,36924,37112
474,8,10,37110,37296
475,9,8,36860,37009
476,10,2,37025,37184
477,2,5,37266,37326
478,2,11,36059,36112
479,11,8,37170,37254
480,8,9,37321,37487
481,12,10,36845,36955
482,10,12,37160,37278
483,10,12,37385,37498
484,2,11,37067,37114
485,6,2,36840,37001
486,12,6,37340,37461
487,11,2,36670,36717
488,2,20,36792,36865
489,20,2,36940,37014
490,2,4,37076,37150
491,2,1,36973,37019
492,2,7,37406,37593
493,11,2,37260,37311
494,15,2,36000,36115
495,1,2,38505,38547
496,2,11,38604,38655
497,3,2,38240,38358
498,2,3,38081,38182
499,4,2,38675,38749
500,2,5,38831,38902
501,5,2,38820,38889
502,2,6,38301,38454
503,5,2,38180,38246
504,6,2,38500,38663
505,2,15,38716,38826
506,7,8,38200,38310
507,8,10,38364,38552
508,8,10,38550,38736
509,9,8,38300,38449
510,10,2,38465,38624
511,2,5,38706,38766
512,2,11,37499,37552
513,11,8,38610,38694
514,8,9,38761,38927
515,12,10,38285,38395
516,10,12,38600,38718
517,10,12,38825,38938
518,2,11,38507,38554
519,6,2,38280,38441
520,12,6,38780,38901
521,11,2,38110,38157
522,2,20,38232,38305
523,20,2,38380,38454
524,2,4,38516,38590
525,2,1,38413,38459
526,2,7,38846,39033
527,11,2,38700,38751
528,15,2,37440,37555
529,1,2,39945,39987
530,2,11,40044,40095
531,3,2,39680,39798
532,2,3,39521,39622
533,4,2,40115,40189
534,2,5,40271,40342
535,5,2,40260,40329
536,2,6,39741,39894
537,5,2,39620,39686
538,6,2,39940,40103
539,2,15,40156,40266
540,7,8,39640,39750
541,8,10,39804,39992
542,8,10,39990,40176
543,9,8,39740,39889
544,10,2,39905,40064
545,2,5,40146,40206
546,2,11,38939,38992
547,11,8,40050,40134
548,8,9,40201,40367
549,12,10,39725,39835
550,10,12,40040,40158
551,10,12,40265,40378
552,2,11,39947,39994
553,6,2,39720,39881
554,12,6,40220,40341
555,11,2,39550,39597
556,2,20,39672,39745
557,20,2,39820,39894
558,2,4,39956,40030
559,2,1,39853,39899
560,2,7,40286,40473
561,11,2,40140,40191
562,15,2,38880,38995
563,1,2,41385,41427
564,3,2,41120,41238
565,2,3,40961,41062
566,4,2,41555,41629
567,2,6,41181,41334
568,5,2,41060,41126
569,6,2,41380,41543
570,7,8,41080,41190
571,8,10,41244,41432
572,8,10,41430,41616
573,9,8,41180,41329
574,10,2,41345,41504
575,2,11,40379,40432
576,16,8,41680,41801
577,11,8,41490,41574
578,8,2,41646,41758
579,12,10,41165,41275
580,10,12,41480,41598
581,10,12,41705,41818
582,2,11,41387,41434
583,6,2,41160,41321
584,12,6,41660,41781
585,2,16,41577,41628
586,11,2,40990,41037
587,2,20,41112,41185
588,20,2,41260,41334
589,2,4,41396,41470
590,2,1,41293,41339
591,2,7,41481,41667
592,15,2,40320,40435
593,8,22,41958,42015
594,2,21,41818,41990
595,21,2,42640,42821
596,2,17,41831,41940
597,3,2,42625,42741
598,2,3,42461,42554
599,2,17,42896,43004
600,2,6,42998,43151
601,1,2,42885,42926
602,6,2,42845,43002
603,8,10,42744,42936
604,2,25,43085,43204
605,22,2,42560,42633
606,10,2,43080,43240
607,7,8,42579,42700
608,2,8,43195,43313
609,12,10,42900,43007
610,10,12,42980,43103
611,2,23,42613,42783
612,23,2,42855,43030
613,6,12,42705,42827
614,12,6,43160,43273
615,12,6,42670,42785
616,2,26,43087,43152
617,13,2,42950,43120
618,2,13,42694,42859
619,2,1,42793,42830
620,8,19,43980,44050
621,2,17,44336,44444
622,2,6,44115,44267
623,2,6,44438,44591
624,1,2,44325,44366
625,6,2,44285,44442
626,24,8,44060,44121
627,8,10,44184,44376
628,2,25,44525,44644
629,25,2,43270,43384
630,10,2,44520,44680
631,26,8,43220,43319
632,17,8,43205,43400
633,8,2,43970,44068
634,12,10,44340,44447
635,10,12,44420,44543
636,1,2,43920,43967
637,2,23,44053,44223
638,2,16,44517,44568
639,23,2,44295,44470
640,6,12,44145,44267
641,6,12,43215,43339
642,12,6,44600,44713
643,12,6,44110,44225
644,19,2,44105,44179
645,2,1,44233,44270
646,16,8,44620,44750
647,8,24,43370,43429
648,2,1,43342,43379
649,2,11,44532,44581
650,6,2,44320,44477
651,8,19,45420,45490
652,2,17,45776,45884
653,2,6,45555,45707
654,2,6,45878,46031
655,1,2,45765,45806
656,6,2,45725,45882
657,24,8,45500,45561
658,8,10,45624,45816
659,2,25,45965,46084
660,25,2,44710,44824
661,10,2,45960,46120
662,17,8,44645,44840
663,12,10,45780,45887
664,10,12,45860,45983
665,1,2,45360,45407
666,2,23,45493,45663
667,2,16,45957,46008
668,23,2,45735,45910
669,6,12,45585,45707
670,6,12,44655,44779
671,12,6,46040,46153
672,12,6,45550,45665
673,19,2,45545,45619
674,2,1,45673,45710
675,16,8,46060,46190
676,8,24,44810,44869
677,11,2,44655,44702
678,2,1,44782,44819
679,2,11,45972,46021
680,6,2,45760,45917
681,1,2,6825,6867
682,2,11,6924,6975
683,3,2,6560,6678
684,2,3,6401,6502
685,4,2,6995,7069
686,2,5,7151,7222
687,2,6,6621,6774
688,5,2,6500,6566
689,6,2,6820,6983
690,2,14,7039,7144
691,7,8,6520,6630
692,8,10,6684,6872
693,8,10,6870,7056
694,9,8,6620,6769
695,2,15,7036,7146
696,10,2,6785,6944
697,11,8,6930,7014
698,8,9,7081,7247
699,12,10,6605,6715
700,10,12,6920,7038
701,10,12,7145,7258
702,2,4,6836,6910
703,6,2,6600,6761
704,12,6,7100,7221
705,5,2,7140,7209
706,2,13,5824,5986
707,2,11,6827,6874
708,13,2,6585,6754
709,13,2,6780,6952
710,2,5,7026,7086
711,2,13,6539,6706
712,2,1,6733,6779
713,14,2,6370,6491
714,2,7,7166,7353
715,11,2,7020,7071
716,15,2,5760,5875
717,8,19,46860,46930
718,2,17,47216,47324
719,2,6,46995,47147
720,2,6,47318,47471
721,1,2,47205,47246
722,6,2,47165,47322
723,24,8,46940,47001
724,8,10,47064,47256
725,2,25,47405,47524
726,25,2,46150,46264
727,10,2,47400,47560
728,17,8,46085,46280
729,12,10,47220,47327
730,10,12,47300,47423
731,1,2,46800,46847
732,2,23,46933,47103
733,2,16,47397,47448
734,23,2,47175,47350
735,6,12,47025,47147
736,6,12,46095,46219
737,12,6,47480,47593
738,12,6,46990,47105
739,19,2,46985,47059
740,2,1,47113,47150
741,16,8,47500,47630
742,8,24,46250,46309
743,11,2,46095,46142
744,2,1,46222,46259
745,2,11,47412,47461
746,6,2,47200,47357
747,8,19,48300,48370
748,2,6,48435,48587
749,1,2,48645,48686
750,6,2,48605,48762
751,24,8,48380,48441
752,8,10,48504,48696
753,25,2,47590,47704
754,10,2,48840,44680
755,17,8,47525,47720
756,12,10,48660,48767
757,10,12,48740,48863
758,1,2,48240,48287
759,2,23,48373,48543
760,2,16,48837,48888
761,23,2,48615,48790
762,6,12,48465,48587
763,6,12,47535,47659
764,12,6,48430,48545
765,19,2,48425,48499
766,2,1,48553,48590
767,16,8,48940,44750
768,8,24,47690,47749
769,11,2,47535,47582
770,2,1,47662,47699
771,6,2,48640,48797
772,1,2,8265,8307
773,2,11,8364,8415
774,3,2,8000,8118
775,2,3,7841,7942
776,4,2,8435,8509
777,2,5,8591,8662
778,2,6,8061,8214
779,5,2,7940,8006
780,6,2,8260,8423
781,2,14,8479,8584
782,7,8,7960,8070
783,8,10,8124,8312
784,8,10,8310,8496
785,9,8,8060,8209
786,2,15,8476,8586
787,10,2,8225,8384
788,11,8,8370,8454
789,8,9,8521,8687
790,12,10,8045,8155
791,10,12,8360,8478
792,10,12,8585,8698
793,2,4,8276,8350
794,6,2,8040,8201
795,12,6,8540,8661
796,5,2,8580,8649
797,2,13,7264,7426
798,2,11,8267,8314
799,13,2,8025,8194
800,13,2,8220,8392
801,2,5,8466,8526
802,2,13,7979,8146
803,2,1,8173,8219
804,14,2,7810,7931
805,2,7,8606,8793
806,11,2,8460,8511
807,15,2,7200,7315
808,1,2,9705,9747
809,2,11,9804,9855
810,3,2,9440,9558
811,2,3,9281,9382
812,4,2,9875,9949
813,2,5,10031,10102
814,2,6,9501,9654
815,5,2,9380,9446
816,6,2,9700,9863
817,2,14,9919,10024
818,7,8,9400,9510
819,8,10,9564,9752
820,8,10,9750,9936
821,9,8,9500,9649
822,2,15,9916,10026
823,10,2,9665,9824
824,11,8,9810,9894
825,8,9,9961,10127
826,12,10,9485,9595
827,10,12,9800,9918
828,10,12,10025,10138
829,2,4,9716,9790
830,6,2,9480,9641
831,12,6,9980,10101
832,5,2,10020,10089
833,2,13,8704,8866
834,2,11,9707,9754
835,13,2,9465,9634
836,13,2,9660,9832
837,2,5,9906,9966
838,2,13,9419,9586
839,2,1,9613,9659
840,14,2,9250,9371
841,2,7,10046,10233
842,11,2,9900,9951
843,15,2,8640,8755
844,1,2,11145,11187
845,3,2,10880,10998
846,2,3,10721,10822
847,4,2,11315,11389
848,2,6,10941,11094
849,5,2,10820,10886
850,6,2,11140,11303
851,7,8,10840,10950
852,8,10,11004,11192
853,8,10,11190,11376
854,9,8,10940,11089
855,10,2,11105,11264
856,16,8,11440,11561
857,11,8,11250,11334
858,8,9,11401,11567
859,12,10,10925,11035
860,10,12,11240,11358
861,10,12,11465,11578
862,2,4,11156,11230
863,6,2,10920,11081
864,12,6,11420,11541
865,2,16,11337,11388
866,2,13,10144,10306
867,2,11,11147,11194
868,13,2,10905,11074
869,13,2,11100,11272
870,2,13,10859,11026
871,2,1,11053,11099
872,14,2,10690,10811
873,2,7,11241,11427
874,15,2,10080,10195
875,17,8,12785,12981
876,8,18,12258,12347
877,1,2,12585,12627
878,2,11,12684,12735
879,4,2,12755,12829
880,2,5,12911,12982
881,2,14,12799,12904
882,7,8,12280,12390
883,8,10,12444,12632
884,8,10,12630,12816
885,9,8,12380,12529
886,10,2,12545,12704
887,18,2,12415,12527
888,11,8,12690,12774
889,8,9,12841,13007
890,12,10,12365,12475
891,10,12,12680,12798
892,10,12,12905,13018
893,2,4,12596,12670
894,6,2,12360,12521
895,12,6,12860,12981
896,5,2,12900,12969
897,2,13,11584,11746
898,2,11,12587,12634
899,13,2,12345,12514
900,13,2,12540,12712
901,2,5,12786,12846
902,2,13,12299,12466
903,2,1,12493,12539
904,2,17,12593,12705
905,2,7,12926,13113
906,11,2,12780,12831
907,8,19,13680,13753
908,19,2,13805,13879
909,1,2,14025,14067
910,2,11,14124,14175
911,4,2,14195,14269
912,2,5,14351,14422
913,2,6,13821,13974
914,5,2,13700,13766
915,6,2,14020,14183
916,2,14,14239,14344
917,7,8,13720,13830
918,8,10,13884,14072
919,8,10,14070,14256
920,9,8,13820,13969
921,2,15,14236,14346
922,10,2,13985,14144
923,11,8,14130,14214
924,8,9,14281,14447
925,12,10,13805,13915
926,10,12,14120,14238
927,10,12,14345,14458
928,2,4,14036,14110
929,6,2,13800,13961
930,12,6,14300,14421
931,5,2,14340,14409
932,2,13,13024,13186
933,2,11,14027,14074
934,13,2,13785,13954
935,13,2,13980,14152
936,2,5,14226,14286
937,2,13,13739,13906
938,2,1,13933,13979
939,14,2,13570,13691
940,2,7,14366,14553
941,11,2,14220,14271
942,1,2,15465,15507
943,2,11,15564,15615
944,3,2,15200,15318
945,2,3,15041,15142
946,4,2,15635,15709
947,2,5,15791,15862
948,2,6,15261,15414
949,5,2,15140,15206
950,6,2,15460,15623
951,2,14,15679,15784
952,7,8,15160,15270
953,8,10,15324,15512
954,8,10,15510,15696
955,9,8,15260,15409
956,2,15,15676,15786
957,10,2,15425,15584
958,11,8,15570,15654
959,8,9,15721,15887
960,12,10,15245,15355
961,10,12,15560,15678
962,10,12,15785,15898
963,2,4,15476,15550
964,6,2,15240,15401
965,12,6,15740,15861
966,5,2,15780,15849
967,2,13,14464,14626
968,2,11,15467,15514
969,13,2,15225,15394
970,13,2,15420,15592
971,2,5,15666,15726
972,2,13,15179,15346
973,2,1,15373,15419
974,14,2,15010,15131
975,2,7,15806,15993
976,11,2,15660,15711
977,15,2,14400,14515
978,1,2,16905,16947
979,2,11,17004,17055
980,3,2,16640,16758
981,2,3,16481,16582
982,4,2,17075,17149
983,2,5,17231,17302
984,2,6,16701,16854
985,5,2,16580,16646
986,6,2,16900,17063
987,2,14,17119,17224
988,7,8,16600,16710
989,8,10,16764,16952
990,8,10,16950,17136
991,9,8,16700,16849
992,2,15,17116,17226
993,10,2,16865,17024
994,11,8,17010,17094
995,8,9,17161,17327
996,12,10,16685,16795
997,10,12,17000,17118
998,10,12,17225,17338
999,2,4,16916,16990
1000,6,2,16680,16841
1001,12,6,17180,17301
1002,5,2,17220,17289
1003,2,13,15904,16066
1004,2,11,16907,16954
1005,13,2,16665,16834
1006,13,2,16860,17032
1007,2,5,17106,17166
1008,2,13,16619,16786
1009,2,1,16813,16859
1010,14,2,16450,16571
1011,2,7,17246,17433
1012,11,2,17100,17151
1013,15,2,15840,15955
